key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
evant--gradle-retrolambda,3884,367,1,1,1,0,53,740,0,0,48,2741,238,527,59,147,88
evernote--android-job,1514,117,1,1,1,1,4,868,0,0,66,6478,2349,331,80,134,54
facebook--buck,3231,558,1,1,0,1,184,463500,6721,0,4970,489161,134959,23903,9229,11735,2506
facebook--conceal,2034,340,1,1,1,0,23,40560,0,0,167,29400,10636,267,198,255,57
facebook--device-year-class,1356,150,1,1,1,0,8,704,0,0,21,944,218,194,35,70,35
facebook--facebook-android-sdk,3955,2296,1,0,0,0,4,17112,0,0,588,52150,18053,1470,866,1111,245
facebook--fresco,10950,3051,1,1,1,1,261,16124,0,0,942,74293,23359,5105,1162,1876,714
facebook--network-connection-class,1611,287,1,1,1,0,10,512,0,0,21,1159,248,188,35,69,34
facebook--react-native,39811,8957,1,1,1,1,951,43728,0,0,2541,232572,60286,3813,2980,3607,627
facebook--rebound,3927,703,1,1,1,1,16,19016,0,0,65,4922,1376,336,122,181,59
facebook--shimmer-android,1690,314,1,1,1,1,15,4784,0,0,16,1250,311,118,32,55,23
facebook--stetho,6158,587,1,1,1,1,50,2772,0,0,278,23714,4163,808,301,424,123
fanrunqi--MaterialLogin,1296,199,1,1,1,0,1,1356,0,0,29,956,39,173,44,76,32
FasterXML--jackson-core,1037,372,1,1,1,1,30,2416,0,0,189,34026,13589,311,196,241,45
FasterXML--jackson-databind,1062,475,1,1,1,1,183,9592,0,0,834,154631,40622,559,841,912,71
felipecsl--AsymmetricGridView,1263,355,1,1,1,1,17,916,0,0,53,2177,78,182,72,105,33
firebase--quickstart-android,1223,1033,1,1,1,0,15,6364,0,0,193,8224,1671,2750,502,904,402
flavienlaurent--datetimepicker,1687,608,1,1,1,0,47,1492,0,0,108,4901,1323,373,123,215,92
flavienlaurent--discrollview,1179,311,1,1,1,0,9,7904,0,0,26,1385,97,157,47,76,29
flavienlaurent--NotBoringActionBar,1636,466,1,1,1,0,12,5572,0,0,20,700,42,89,37,55,18
flavioarfaria--KenBurnsView,1350,273,1,1,1,0,3,13824,0,0,26,1054,459,157,55,86,31
Flipboard--bottomsheet,2562,385,1,1,1,0,24,644,0,0,55,3080,674,269,74,122,48
florent37--DiagonalLayout,1318,134,1,1,1,0,0,19248,0,0,28,1208,39,175,58,90,32
florent37--MaterialViewPager,5313,1095,1,1,1,0,143,15564,0,0,77,3600,511,400,106,172,66
florent37--ViewAnimator,1105,191,1,1,1,0,4,9956,0,0,26,2049,390,242,48,90,42
Flowdalic--asmack,1257,658,1,0,1,0,0,1564,0,0,22,2239,891,62,51,68,17
flschweiger--SwipeStack,1016,148,1,1,0,0,24,7952,0,0,25,1124,179,180,46,80,34
flyway--flyway,1625,492,1,1,0,0,233,8472,0,0,732,40881,19428,4954,830,1433,603
fqrouter--fqrouter,1785,581,1,1,1,1,60,2744,0,0,124,21226,19510,438,173,261,88
Frank-Zhu--PullZoomView,1645,546,1,1,1,0,25,9604,0,0,41,2275,256,289,63,108,45
Freelander--Android_Data,4716,1340,1,1,1,0,0,84,0,0,4,541,30,2,4,5,1
frogermcs--InstaMaterial,3298,905,1,1,1,0,18,1892,0,0,87,4195,115,195,134,164,30
frogermcs--LikeAnimation,1290,193,1,1,1,0,5,248,0,0,18,710,37,63,26,39,13
futuresimple--android-floating-action-button,4133,1203,1,1,1,0,101,628,0,0,27,1838,57,174,53,86,33
futurice--android-best-practices,12073,2351,1,1,0,0,21,860,0,0,40,5014,77,299,51,94,43
fyhertz--libstreaming,1389,619,1,1,1,0,194,1888,0,103,126,27475,5833,141,135,163,28
