key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
lesovsky--pgcenter,356,26,1,1,1,0,6,352,0,3,5,4534,1398,2,9,10,1
leurfete--simple-rootkit,509,93,1,1,1,0,0,132,0,0,5,123,51,0,8,8,0
lexborisov--myhtml,904,67,1,1,1,1,5,5492,3,0,140,61956,4852,135,169,202,33
lh3--bwa,342,208,1,1,0,0,54,1008,0,0,72,15911,1500,2,75,76,1
libarchive--libarchive,559,222,1,1,1,0,161,15588,0,14,626,153928,41892,79,976,1005,29
libav--libav,384,228,1,0,0,0,5,45460,0,59,2353,649196,101054,220,4051,4123,72
libffi--libffi,624,207,1,1,1,0,75,2924,0,4,327,38499,11591,113,359,399,40
libfuse--libfuse,432,152,1,1,1,0,27,972,11,9,59,18678,4131,15,76,83,7
libfuse--sshfs,434,48,1,1,1,0,13,220,0,0,11,4894,348,2,16,17,1
libgit2--libgit2,5810,1434,1,1,0,1,188,38500,0,0,853,165107,34549,16812,5281,7702,2421
libgit2--php-git,505,86,1,1,1,1,36,848,0,0,25,2128,694,308,144,199,55
libgit2--pygit2,878,226,1,1,1,1,76,2352,112,0,101,11751,3524,267,182,233,51
libgit2--rugged,1698,232,1,1,0,0,39,3252,485,0,97,16231,4853,1340,351,559,208
libharu--libharu,522,195,1,1,1,1,93,5976,0,2,217,149359,6244,86,310,340,30
libimobiledevice--libimobiledevice,1115,365,1,1,1,0,176,1548,0,0,112,18674,6397,17,155,163,8
libjpeg-turbo--libjpeg-turbo,389,131,1,1,0,0,12,7016,0,108,328,91460,21955,61,434,454,20
libopencm3--libopencm3,517,329,1,1,0,0,143,7316,0,146,749,85376,37605,416,926,1039,113
libressl-portable--portable,473,93,1,1,1,0,23,1048,0,0,114,14250,1654,78,146,173,27
libretro--RetroArch,1335,425,1,1,1,0,333,43172,0,0,1240,340119,55658,1791,1785,2166,381
Librevault--librevault,632,24,1,1,1,0,50,9616,0,0,196,138013,74074,139,226,272,46
libtom--libtomcrypt,417,149,1,1,1,0,47,5768,0,4,369,61340,12856,270,407,473,66
libusb--libusb,631,350,1,1,1,0,53,2480,0,4,100,32953,8396,26,189,200,11
libuv--libuv,5062,854,1,1,1,0,110,3856,161,0,276,54476,9787,54,334,351,17
liexusong--php-beast,392,154,1,1,1,0,20,660,0,0,34,3460,1107,11,52,57,5
linux-test-project--ltp,450,233,1,1,1,0,17,52656,0,47,6533,592243,226589,6641,8084,9286,1202
littlekernel--lk,687,172,1,1,1,0,20,67576,0,0,2150,511609,349111,3324,2478,3142,664
liuliu--ccv,5472,1348,1,1,1,1,76,4,0,0,,,,0,0,0,0
lloyd--yajl,1535,313,1,1,0,1,125,996,127,0,95,4858,1178,25,168,178,10
LMDB--lmdb,431,139,1,0,1,0,0,4,0,0,,,,0,0,0,0
LongSoft--UEFITool,461,92,1,1,1,0,5,952,0,0,65,15249,2683,17,69,76,7
lotabout--write-a-C-interpreter,369,140,1,1,1,0,0,208,0,0,12,4045,394,5,13,15,2
lpereira--lwan,3789,458,1,1,1,0,40,1192,0,0,93,14234,2570,24,103,113,10
lpsantil--rt0,480,16,1,1,1,0,0,132,0,0,21,972,73,14,24,30,6
lsalzman--enet,680,199,1,1,1,0,26,472,0,0,23,5091,457,9,37,41,4
LuaDist--luajit,405,82,1,0,0,0,0,3936,0,19,188,76845,7504,19,207,215,8
LuaDist--lua,853,362,1,0,0,0,1,1424,0,10,75,24051,2410,8,84,88,4
LuaJIT--LuaJIT,673,120,1,1,1,0,76,3760,0,19,180,75855,7284,17,196,203,7
lua--lua,477,173,1,0,0,0,0,1220,0,11,69,25219,3634,4,74,76,2
luigirizzo--netmap,487,156,0,1,0,0,63,2576,0,0,109,37656,11393,122,224,264,40
luke-jr--bfgminer,829,398,1,1,0,0,191,4,0,0,,,,0,0,0,0
lwfinger--rtl8188eu,521,244,1,1,1,0,116,9992,0,0,596,221240,38942,84,636,660,24
lwfinger--rtlwifi_new,557,205,1,1,1,0,88,6600,0,0,273,150491,14803,29,292,306,14
lxc--lxc,1568,551,1,1,0,0,185,4612,0,131,215,48714,9527,120,435,472,37
lz4--lz4,1521,289,1,1,1,1,37,812,0,0,42,9913,2238,40,62,76,14
lzfse--lzfse,1309,115,1,1,0,0,7,296,0,0,20,3607,1406,6,22,25,3
machinezone--tcpkali,1418,115,1,1,1,1,1,1752,4,6,115,22136,5262,40,136,150,14
maciejczyzewski--retter,1582,163,1,1,0,1,1,4288,0,0,94,20393,4268,165,435,491,56
mackyle--sqlite,442,177,1,0,0,0,0,64720,970,4,394,244900,84848,90,1530,1561,31
macournoyer--tinyrb,411,42,1,1,1,0,5,11440,46,0,415,152574,28072,273,665,716,51
macvim-dev--macvim,2391,323,1,1,1,1,37,61840,0,0,1900,552291,116044,1345,3142,3378,236
madeye--gaeproxy,838,321,1,0,1,0,1,5248,0,0,137,21785,2767,135,209,250,41
madeye--proxydroid,641,303,1,0,0,0,1,25156,0,0,1357,365942,100675,856,1571,1705,134
madler--pigz,925,61,1,1,1,0,8,440,0,0,25,5798,2356,9,32,35,3
madler--zlib,703,458,1,1,1,0,78,3232,4,6,135,35074,10556,103,235,272,37
madlib--madlib,533,141,1,0,1,0,16,4,0,0,,,,0,0,0,0
magnumripper--JohnTheRipper,776,251,1,1,1,0,183,1432,0,15,120,29388,4077,6,138,141,3
maharmstone--btrfs,335,17,1,1,1,0,11,19452,0,0,64,41642,4841,20,88,96,8
MaJerle--stm32f429,344,419,1,1,1,0,0,518412,0,0,1448,425048,247210,1518,3141,3579,438
majn--telegram-purple,455,50,1,1,1,0,102,1156,5,0,61,11073,2069,45,117,132,15
Maratyszcza--NNPACK,545,69,1,1,1,1,11,1940,76,0,202,32440,2642,127,209,251,42
mariadb-corporation--MaxScale,612,173,1,0,1,0,3,26988,0,0,568,222409,40828,299,865,945,80
martanne--vis,2258,98,1,1,1,1,49,1520,1,0,182,26267,3966,7,191,194,3
martinezjavier--ldd3,329,258,1,1,1,0,13,652,0,0,96,8102,2566,36,99,117,18
masterzen--nginx-upload-progress-module,331,58,1,1,1,0,17,200,4,0,4,1368,69,2,9,10,1
matildah--hellcat,382,18,1,1,1,0,1,40,0,0,6,359,26,2,7,8,1
matsumoto-r--ngx_mruby,632,53,1,1,1,1,10,7820,29,0,434,85062,12156,1404,797,1110,313
mattconnolly--ZipArchive,698,248,1,1,1,0,32,600,0,0,19,5799,1009,41,41,53,12
mattgodbolt--zindex,421,19,1,1,1,1,4,6784,0,0,87,112301,60566,20,91,99,8
mattn--go-sqlite3,1460,342,1,1,1,1,53,7628,0,0,40,128503,72304,24,41,50,9
mattrajca--sudo-touchid,837,13,1,1,1,0,2,5896,0,0,185,93909,17199,23,240,249,9
matz--streem,3961,235,1,1,1,0,21,452,0,0,41,10353,475,6,54,57,3
mavlink--mavlink,383,602,1,1,1,0,99,1088,0,7,44,11334,1101,33,57,70,13
mbebenita--Broadway,1416,210,1,1,1,1,38,29892,0,0,404,59334,32248,292,465,519,54
McNopper--OpenGL,613,213,1,1,1,0,0,515148,0,0,217,44531,12780,726,770,998,228
mdirolf--nginx-gridfs,726,135,1,1,0,0,48,96,0,0,,,,2,4,5,1
meetecho--janus-gateway,843,337,1,1,1,0,29,9416,0,0,131,67752,9281,36,172,186,14
