key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
willianjusten--awesome-audio-visualization,683,47,1,1,1,0,1,144,0,0,3,233,0,0,6,6,0
willianjusten--awesome-svg,3063,272,1,1,1,0,11,152,0,0,29,633,0,2,32,33,1
wincent--command-t,1696,236,0,1,0,0,33,624,0,3,70,4830,719,86,85,113,28
winton--stasis,715,62,1,1,1,1,21,620,0,0,53,7602,1601,50,76,91,15
wpscanteam--wpscan,2000,394,1,1,1,1,23,3244,0,0,218,16025,1593,539,269,367,98
wvanbergen--chunky_png,780,65,1,1,1,1,3,2072,0,0,52,4489,2201,72,320,341,21
wvanbergen--request-log-analyzer,2065,167,0,1,1,1,19,932,0,0,115,7297,1246,86,154,179,25
wycats--rack-offline,665,82,1,1,1,0,20,76,0,0,7,310,5,11,13,17,4
xaviershay--enki,836,298,1,1,1,0,1,1252,0,0,184,6586,1237,246,216,284,68
yob--pdf-reader,931,169,1,1,1,0,63,13128,0,0,122,8816,2245,61,237,255,18
YorickPeterse--oga,1031,39,1,1,1,0,3,5772,0,9,328,18901,1749,290,412,484,72
YorickPeterse--ruby-lint,704,43,1,1,1,0,22,6924,0,15,443,128113,4249,255,478,540,62
yujinakayama--transpec,859,35,1,1,0,1,4,1252,0,0,137,21328,484,97,145,171,26
yuki24--did_you_mean,1535,48,1,1,1,0,2,280,17,3,42,2469,26,48,45,61,16
zapnap--resque_mailer,610,110,1,1,1,0,2,112,0,0,12,757,5,23,15,23,8
zdavatz--spreadsheet,675,169,1,1,1,0,20,8876,40,0,58,7931,2267,41,89,101,12
zdennis--activerecord-import,1633,409,1,1,1,0,19,600,72,0,80,3178,418,88,100,128,28
zendesk--curly,561,23,1,1,1,1,13,488,0,0,69,3394,318,117,79,107,28
zendesk--samson,779,155,1,1,1,0,56,35252,210,0,998,41624,1951,1615,1252,1610,358
zetachang--react.rb,569,41,1,1,1,0,52,2768,0,0,77,16417,7111,137,85,117,32
zipmark--rspec_api_documentation,830,207,1,1,1,1,37,908,0,0,125,5067,385,191,165,217,52
zmoazeni--csscss,2920,151,1,1,0,1,15,280,24,0,51,2663,38,20,55,62,7
zquestz--omniauth-google-oauth2,761,218,1,1,1,1,2,136,0,0,11,1105,42,24,15,23,8
